start_date,end_date,original_dates,firm,party,preference_type,election_year,mid_date,survey_type,sample_size,intended_vote
2014-12-02,2014-12-04,2–4 Dec 2014,Galaxy,Oth,First preference,2016,2014-12-03,NA,NA,10
2014-12-04,2014-12-06,4–6 Dec 2014,Ipsos,ALP,First preference,2016,2014-12-05,NA,NA,37
2014-12-04,2014-12-06,4–6 Dec 2014,Ipsos,ALP,Two-party-preferred,2016,2014-12-05,NA,NA,52
2014-12-04,2014-12-06,4–6 Dec 2014,Ipsos,Grn,First preference,2016,2014-12-05,NA,NA,12
2014-12-04,2014-12-06,4–6 Dec 2014,Ipsos,Lib/Nat,First preference,2016,2014-12-05,NA,NA,40
2014-12-04,2014-12-06,4–6 Dec 2014,Ipsos,Lib/Nat,Two-party-preferred,2016,2014-12-05,NA,NA,48
2014-12-04,2014-12-06,4–6 Dec 2014,Ipsos,Oth,First preference,2016,2014-12-05,NA,NA,11
2014-12-06,2014-12-14,"6–7, 13–14 Dec 2014",Roy Morgan,ALP,First preference,2016,2014-12-10,NA,NA,41
2014-12-06,2014-12-14,"6–7, 13–14 Dec 2014",Roy Morgan,ALP,Two-party-preferred,2016,2014-12-10,NA,NA,57.5
2014-12-06,2014-12-14,"6–7, 13–14 Dec 2014",Roy Morgan,Grn,First preference,2016,2014-12-10,NA,NA,11.5
2014-12-06,2014-12-14,"6–7, 13–14 Dec 2014",Roy Morgan,Lib/Nat,First preference,2016,2014-12-10,NA,NA,35
2014-12-06,2014-12-14,"6–7, 13–14 Dec 2014",Roy Morgan,Lib/Nat,Two-party-preferred,2016,2014-12-10,NA,NA,42.5
2014-12-06,2014-12-14,"6–7, 13–14 Dec 2014",Roy Morgan,Oth,First preference,2016,2014-12-10,NA,NA,12.5
2014-12-12,2014-12-15,12–15 Dec 2014,Newspoll,ALP,First preference,2016,2014-12-13,NA,NA,39
2014-12-12,2014-12-15,12–15 Dec 2014,Newspoll,ALP,Two-party-preferred,2016,2014-12-13,NA,NA,54
2014-12-12,2014-12-15,12–15 Dec 2014,Newspoll,Grn,First preference,2016,2014-12-13,NA,NA,12
2014-12-12,2014-12-15,12–15 Dec 2014,Newspoll,Lib/Nat,First preference,2016,2014-12-13,NA,NA,38
2014-12-12,2014-12-15,12–15 Dec 2014,Newspoll,Lib/Nat,Two-party-preferred,2016,2014-12-13,NA,NA,46
2014-12-12,2014-12-15,12–15 Dec 2014,Newspoll,Oth,First preference,2016,2014-12-13,NA,NA,11
2014-12-16,2014-12-16,16 Dec 2014,Essential,ALP,First preference,2016,2014-12-16,NA,NA,38
2014-12-16,2014-12-16,16 Dec 2014,Essential,ALP,Two-party-preferred,2016,2014-12-16,NA,NA,52
2014-12-16,2014-12-16,16 Dec 2014,Essential,Grn,First preference,2016,2014-12-16,NA,NA,10
2014-12-16,2014-12-16,16 Dec 2014,Essential,Lib/Nat,First preference,2016,2014-12-16,NA,NA,40
2014-12-16,2014-12-16,16 Dec 2014,Essential,Lib/Nat,Two-party-preferred,2016,2014-12-16,NA,NA,48
2014-12-16,2014-12-16,16 Dec 2014,Essential,Oth,First preference,2016,2014-12-16,NA,NA,12
2014-12-23,2014-12-27,23–27 Dec 2014,Roy Morgan,ALP,First preference,2016,2014-12-25,NA,NA,39.5
2014-12-23,2014-12-27,23–27 Dec 2014,Roy Morgan,ALP,Two-party-preferred,2016,2014-12-25,NA,NA,56.5
2014-12-23,2014-12-27,23–27 Dec 2014,Roy Morgan,Grn,First preference,2016,2014-12-25,NA,NA,12
2014-12-23,2014-12-27,23–27 Dec 2014,Roy Morgan,Lib/Nat,First preference,2016,2014-12-25,NA,NA,37.5
2014-12-23,2014-12-27,23–27 Dec 2014,Roy Morgan,Lib/Nat,Two-party-preferred,2016,2014-12-25,NA,NA,43.5
2014-12-23,2014-12-27,23–27 Dec 2014,Roy Morgan,Oth,First preference,2016,2014-12-25,NA,NA,11
2015-01-12,2015-01-12,12 Jan 2015,Roy Morgan,ALP,First preference,2016,2015-01-12,NA,NA,38.5
2015-01-12,2015-01-12,12 Jan 2015,Roy Morgan,ALP,Two-party-preferred,2016,2015-01-12,NA,NA,54.5
2015-01-12,2015-01-12,12 Jan 2015,Roy Morgan,Grn,First preference,2016,2015-01-12,NA,NA,9.5
2015-01-12,2015-01-12,12 Jan 2015,Roy Morgan,Lib/Nat,First preference,2016,2015-01-12,NA,NA,38.5
2015-01-12,2015-01-12,12 Jan 2015,Roy Morgan,Lib/Nat,Two-party-preferred,2016,2015-01-12,NA,NA,45.5
2015-01-12,2015-01-12,12 Jan 2015,Roy Morgan,Oth,First preference,2016,2015-01-12,NA,NA,13.5
2015-01-13,2015-01-13,13 Jan 2015,Essential,ALP,First preference,2016,2015-01-13,NA,NA,40
2015-01-13,2015-01-13,13 Jan 2015,Essential,ALP,Two-party-preferred,2016,2015-01-13,NA,NA,54
2015-01-13,2015-01-13,13 Jan 2015,Essential,Grn,First preference,2016,2015-01-13,NA,NA,10
2015-01-13,2015-01-13,13 Jan 2015,Essential,Lib/Nat,First preference,2016,2015-01-13,NA,NA,38
2015-01-13,2015-01-13,13 Jan 2015,Essential,Lib/Nat,Two-party-preferred,2016,2015-01-13,NA,NA,46
2015-01-13,2015-01-13,13 Jan 2015,Essential,Oth,First preference,2016,2015-01-13,NA,NA,11
2015-01-16,2015-02-04,"31 Jan–1, 7–8 Feb 2015",Roy Morgan,ALP,First preference,2016,2015-01-25,NA,NA,41
2015-01-16,2015-02-04,"31 Jan–1, 7–8 Feb 2015",Roy Morgan,ALP,Two-party-preferred,2016,2015-01-25,NA,NA,57.5
2015-01-16,2015-02-04,"31 Jan–1, 7–8 Feb 2015",Roy Morgan,Grn,First preference,2016,2015-01-25,NA,NA,12
2015-01-16,2015-02-04,"31 Jan–1, 7–8 Feb 2015",Roy Morgan,Lib/Nat,First preference,2016,2015-01-25,NA,NA,35
2015-01-16,2015-02-04,"31 Jan–1, 7–8 Feb 2015",Roy Morgan,Lib/Nat,Two-party-preferred,2016,2015-01-25,NA,NA,42.5
2015-01-16,2015-02-04,"31 Jan–1, 7–8 Feb 2015",Roy Morgan,Oth,First preference,2016,2015-01-25,NA,NA,12
2015-01-20,2015-01-20,20 Jan 2015,Essential,ALP,First preference,2016,2015-01-20,NA,NA,40
2015-01-20,2015-01-20,20 Jan 2015,Essential,ALP,Two-party-preferred,2016,2015-01-20,NA,NA,53
2015-01-20,2015-01-20,20 Jan 2015,Essential,Grn,First preference,2016,2015-01-20,NA,NA,10
2015-01-20,2015-01-20,20 Jan 2015,Essential,Lib/Nat,First preference,2016,2015-01-20,NA,NA,40
2015-01-20,2015-01-20,20 Jan 2015,Essential,Lib/Nat,Two-party-preferred,2016,2015-01-20,NA,NA,47
2015-01-20,2015-01-20,20 Jan 2015,Essential,Oth,First preference,2016,2015-01-20,NA,NA,11
2015-01-27,2015-01-27,27 Jan 2015,Essential,ALP,First preference,2016,2015-01-27,NA,NA,41
2015-01-27,2015-01-27,27 Jan 2015,Essential,ALP,Two-party-preferred,2016,2015-01-27,NA,NA,54
2015-01-27,2015-01-27,27 Jan 2015,Essential,Grn,First preference,2016,2015-01-27,NA,NA,9
2015-01-27,2015-01-27,27 Jan 2015,Essential,Lib/Nat,First preference,2016,2015-01-27,NA,NA,39
2015-01-27,2015-01-27,27 Jan 2015,Essential,Lib/Nat,Two-party-preferred,2016,2015-01-27,NA,NA,46
2015-01-27,2015-01-27,27 Jan 2015,Essential,Oth,First preference,2016,2015-01-27,NA,NA,11
2015-01-27,2015-01-27,27 Jan 2015,ReachTEL,ALP,First preference,2016,2015-01-27,NA,NA,40.2
2015-01-27,2015-01-27,27 Jan 2015,ReachTEL,ALP,Two-party-preferred,2016,2015-01-27,NA,NA,54
2015-01-27,2015-01-27,27 Jan 2015,ReachTEL,Grn,First preference,2016,2015-01-27,NA,NA,11.3
2015-01-27,2015-01-27,27 Jan 2015,ReachTEL,Lib/Nat,First preference,2016,2015-01-27,NA,NA,39.7
2015-01-27,2015-01-27,27 Jan 2015,ReachTEL,Lib/Nat,Two-party-preferred,2016,2015-01-27,NA,NA,46
2015-01-27,2015-01-27,27 Jan 2015,ReachTEL,Oth,First preference,2016,2015-01-27,NA,NA,8.8
2015-01-28,2015-01-30,28–30 Jan 2015,Galaxy,ALP,First preference,2016,2015-01-29,NA,NA,43
2015-01-28,2015-01-30,28–30 Jan 2015,Galaxy,ALP,Two-party-preferred,2016,2015-01-29,NA,NA,57
2015-01-28,2015-01-30,28–30 Jan 2015,Galaxy,Grn,First preference,2016,2015-01-29,NA,NA,11
2015-01-28,2015-01-30,28–30 Jan 2015,Galaxy,Lib/Nat,First preference,2016,2015-01-29,NA,NA,36
2015-01-28,2015-01-30,28–30 Jan 2015,Galaxy,Lib/Nat,Two-party-preferred,2016,2015-01-29,NA,NA,43
2015-01-28,2015-01-30,28–30 Jan 2015,Galaxy,Oth,First preference,2016,2015-01-29,NA,NA,10
2015-02-04,2015-02-05,4–5 Feb 2015,Galaxy,ALP,First preference,2016,2015-02-04,NA,NA,43
2015-02-04,2015-02-05,4–5 Feb 2015,Galaxy,ALP,Two-party-preferred,2016,2015-02-04,NA,NA,57
2015-02-04,2015-02-05,4–5 Feb 2015,Galaxy,Grn,First preference,2016,2015-02-04,NA,NA,11
2015-02-04,2015-02-05,4–5 Feb 2015,Galaxy,Lib/Nat,First preference,2016,2015-02-04,NA,NA,36
2015-02-04,2015-02-05,4–5 Feb 2015,Galaxy,Lib/Nat,Two-party-preferred,2016,2015-02-04,NA,NA,43
2015-02-04,2015-02-05,4–5 Feb 2015,Galaxy,Oth,First preference,2016,2015-02-04,NA,NA,10
2015-02-05,2015-02-05,5 Feb 2015,ReachTEL,ALP,First preference,2016,2015-02-05,NA,NA,41.4
2015-02-05,2015-02-05,5 Feb 2015,ReachTEL,ALP,Two-party-preferred,2016,2015-02-05,NA,NA,55
2015-02-05,2015-02-05,5 Feb 2015,ReachTEL,Grn,First preference,2016,2015-02-05,NA,NA,11.2
2015-02-05,2015-02-05,5 Feb 2015,ReachTEL,Lib/Nat,First preference,2016,2015-02-05,NA,NA,38.4
2015-02-05,2015-02-05,5 Feb 2015,ReachTEL,Lib/Nat,Two-party-preferred,2016,2015-02-05,NA,NA,45
2015-02-05,2015-02-05,5 Feb 2015,ReachTEL,Oth,First preference,2016,2015-02-05,NA,NA,8.9
2015-02-06,2015-02-08,6–8 Feb 2015,Newspoll,ALP,First preference,2016,2015-02-07,NA,NA,41
2015-02-06,2015-02-08,6–8 Feb 2015,Newspoll,ALP,Two-party-preferred,2016,2015-02-07,NA,NA,57
2015-02-06,2015-02-08,6–8 Feb 2015,Newspoll,Grn,First preference,2016,2015-02-07,NA,NA,12
2015-02-06,2015-02-08,6–8 Feb 2015,Newspoll,Lib/Nat,First preference,2016,2015-02-07,NA,NA,35
2015-02-06,2015-02-08,6–8 Feb 2015,Newspoll,Lib/Nat,Two-party-preferred,2016,2015-02-07,NA,NA,43
2015-02-06,2015-02-08,6–8 Feb 2015,Newspoll,Oth,First preference,2016,2015-02-07,NA,NA,12
2015-02-14,2015-03-04,"28 Feb–1, 7–8 Mar 2015",Roy Morgan,ALP,First preference,2016,2015-02-23,NA,NA,38
2015-02-14,2015-03-04,"28 Feb–1, 7–8 Mar 2015",Roy Morgan,ALP,Two-party-preferred,2016,2015-02-23,NA,NA,53.5
2015-02-14,2015-03-04,"28 Feb–1, 7–8 Mar 2015",Roy Morgan,Grn,First preference,2016,2015-02-23,NA,NA,12.5
2015-02-14,2015-03-04,"28 Feb–1, 7–8 Mar 2015",Roy Morgan,Lib/Nat,First preference,2016,2015-02-23,NA,NA,39
2015-02-14,2015-03-04,"28 Feb–1, 7–8 Mar 2015",Roy Morgan,Lib/Nat,Two-party-preferred,2016,2015-02-23,NA,NA,46.5
2015-02-14,2015-03-04,"28 Feb–1, 7–8 Mar 2015",Roy Morgan,Oth,First preference,2016,2015-02-23,NA,NA,11.5
2015-02-20,2015-02-22,20–22 Feb 2015,Essential,ALP,First preference,2016,2015-02-21,NA,NA,41
2015-02-20,2015-02-22,20–22 Feb 2015,Essential,ALP,Two-party-preferred,2016,2015-02-21,NA,NA,53
2015-02-20,2015-02-22,20–22 Feb 2015,Essential,Grn,First preference,2016,2015-02-21,NA,NA,9
2015-02-20,2015-02-22,20–22 Feb 2015,Essential,Lib/Nat,First preference,2016,2015-02-21,NA,NA,40
2015-02-20,2015-02-22,20–22 Feb 2015,Essential,Lib/Nat,Two-party-preferred,2016,2015-02-21,NA,NA,47
2015-02-20,2015-02-22,20–22 Feb 2015,Essential,Oth,First preference,2016,2015-02-21,NA,NA,10
2015-02-20,2015-02-22,20–22 Feb 2015,Newspoll,ALP,First preference,2016,2015-02-21,NA,NA,38
2015-02-20,2015-02-22,20–22 Feb 2015,Newspoll,ALP,Two-party-preferred,2016,2015-02-21,NA,NA,53
2015-02-20,2015-02-22,20–22 Feb 2015,Newspoll,Grn,First preference,2016,2015-02-21,NA,NA,12
2015-02-20,2015-02-22,20–22 Feb 2015,Newspoll,Lib/Nat,First preference,2016,2015-02-21,NA,NA,38
2015-02-20,2015-02-22,20–22 Feb 2015,Newspoll,Lib/Nat,Two-party-preferred,2016,2015-02-21,NA,NA,47
2015-02-20,2015-02-22,20–22 Feb 2015,Newspoll,Oth,First preference,2016,2015-02-21,NA,NA,12
2015-02-26,2015-02-28,26–28 Feb 2015,Ipsos,ALP,First preference,2016,2015-02-27,NA,NA,36
2015-02-26,2015-02-28,26–28 Feb 2015,Ipsos,ALP,Two-party-preferred,2016,2015-02-27,NA,NA,51
2015-02-26,2015-02-28,26–28 Feb 2015,Ipsos,Grn,First preference,2016,2015-02-27,NA,NA,12
2015-02-26,2015-02-28,26–28 Feb 2015,Ipsos,Lib/Nat,First preference,2016,2015-02-27,NA,NA,42
2015-02-26,2015-02-28,26–28 Feb 2015,Ipsos,Lib/Nat,Two-party-preferred,2016,2015-02-27,NA,NA,49
2015-02-26,2015-02-28,26–28 Feb 2015,Ipsos,Oth,First preference,2016,2015-02-27,NA,NA,10
2015-03-07,2015-03-08,7–8 Mar 2015,Newspoll,ALP,First preference,2016,2015-03-07,NA,NA,39
2015-03-07,2015-03-08,7–8 Mar 2015,Newspoll,ALP,Two-party-preferred,2016,2015-03-07,NA,NA,55
2015-03-07,2015-03-08,7–8 Mar 2015,Newspoll,Grn,First preference,2016,2015-03-07,NA,NA,12
2015-03-07,2015-03-08,7–8 Mar 2015,Newspoll,Lib/Nat,First preference,2016,2015-03-07,NA,NA,38
2015-03-07,2015-03-08,7–8 Mar 2015,Newspoll,Lib/Nat,Two-party-preferred,2016,2015-03-07,NA,NA,45
2015-03-07,2015-03-08,7–8 Mar 2015,Newspoll,Oth,First preference,2016,2015-03-07,NA,NA,11
2015-03-10,2015-03-10,10 Mar 2015,Essential,ALP,First preference,2016,2015-03-10,NA,NA,40
2015-03-10,2015-03-10,10 Mar 2015,Essential,ALP,Two-party-preferred,2016,2015-03-10,NA,NA,53
2015-03-10,2015-03-10,10 Mar 2015,Essential,Grn,First preference,2016,2015-03-10,NA,NA,9
2015-03-10,2015-03-10,10 Mar 2015,Essential,Lib/Nat,First preference,2016,2015-03-10,NA,NA,40
2015-03-10,2015-03-10,10 Mar 2015,Essential,Lib/Nat,Two-party-preferred,2016,2015-03-10,NA,NA,47
2015-03-10,2015-03-10,10 Mar 2015,Essential,Oth,First preference,2016,2015-03-10,NA,NA,11
2015-03-14,2015-03-22,"14–15, 21–22 Mar 2015",Roy Morgan,ALP,First preference,2016,2015-03-18,NA,NA,40
2015-03-14,2015-03-22,"14–15, 21–22 Mar 2015",Roy Morgan,ALP,Two-party-preferred,2016,2015-03-18,NA,NA,56
2015-03-14,2015-03-22,"14–15, 21–22 Mar 2015",Roy Morgan,Grn,First preference,2016,2015-03-18,NA,NA,11
2015-03-14,2015-03-22,"14–15, 21–22 Mar 2015",Roy Morgan,Lib/Nat,First preference,2016,2015-03-18,NA,NA,38
2015-03-14,2015-03-22,"14–15, 21–22 Mar 2015",Roy Morgan,Lib/Nat,Two-party-preferred,2016,2015-03-18,NA,NA,44
2015-03-14,2015-03-22,"14–15, 21–22 Mar 2015",Roy Morgan,Oth,First preference,2016,2015-03-18,NA,NA,11
2015-03-17,2015-03-17,17 Mar 2015,Essential,ALP,First preference,2016,2015-03-17,NA,NA,39
2015-03-17,2015-03-17,17 Mar 2015,Essential,ALP,Two-party-preferred,2016,2015-03-17,NA,NA,52
2015-03-17,2015-03-17,17 Mar 2015,Essential,Grn,First preference,2016,2015-03-17,NA,NA,9
2015-03-17,2015-03-17,17 Mar 2015,Essential,Lib/Nat,First preference,2016,2015-03-17,NA,NA,40
2015-03-17,2015-03-17,17 Mar 2015,Essential,Lib/Nat,Two-party-preferred,2016,2015-03-17,NA,NA,48
2015-03-17,2015-03-17,17 Mar 2015,Essential,Oth,First preference,2016,2015-03-17,NA,NA,11
2015-03-20,2015-03-22,20–22 Mar 2015,Newspoll,ALP,First preference,2016,2015-03-21,NA,NA,37
2015-03-20,2015-03-22,20–22 Mar 2015,Newspoll,ALP,Two-party-preferred,2016,2015-03-21,NA,NA,51
2015-03-20,2015-03-22,20–22 Mar 2015,Newspoll,Grn,First preference,2016,2015-03-21,NA,NA,11
2015-03-20,2015-03-22,20–22 Mar 2015,Newspoll,Lib/Nat,First preference,2016,2015-03-21,NA,NA,41
2015-03-20,2015-03-22,20–22 Mar 2015,Newspoll,Lib/Nat,Two-party-preferred,2016,2015-03-21,NA,NA,49
2015-03-20,2015-03-22,20–22 Mar 2015,Newspoll,Oth,First preference,2016,2015-03-21,NA,NA,11
2015-03-28,2015-04-04,"28–29 Mar, 3–6 Apr 2015",Roy Morgan,ALP,First preference,2016,2015-03-31,NA,NA,36
2015-03-28,2015-04-04,"28–29 Mar, 3–6 Apr 2015",Roy Morgan,ALP,Two-party-preferred,2016,2015-03-31,NA,NA,53
2015-03-28,2015-04-04,"28–29 Mar, 3–6 Apr 2015",Roy Morgan,Grn,First preference,2016,2015-03-31,NA,NA,12.5
2015-03-28,2015-04-04,"28–29 Mar, 3–6 Apr 2015",Roy Morgan,Lib/Nat,First preference,2016,2015-03-31,NA,NA,40.5
2015-03-28,2015-04-04,"28–29 Mar, 3–6 Apr 2015",Roy Morgan,Lib/Nat,Two-party-preferred,2016,2015-03-31,NA,NA,47
2015-03-28,2015-04-04,"28–29 Mar, 3–6 Apr 2015",Roy Morgan,Oth,First preference,2016,2015-03-31,NA,NA,11
2015-03-29,2015-03-29,29 Mar 2015,ReachTEL,ALP,First preference,2016,2015-03-29,NA,NA,40.5
2015-03-29,2015-03-29,29 Mar 2015,ReachTEL,ALP,Two-party-preferred,2016,2015-03-29,NA,NA,54
2015-03-29,2015-03-29,29 Mar 2015,ReachTEL,Grn,First preference,2016,2015-03-29,NA,NA,11.5
2015-03-29,2015-03-29,29 Mar 2015,ReachTEL,Lib/Nat,First preference,2016,2015-03-29,NA,NA,39.6
2015-03-29,2015-03-29,29 Mar 2015,ReachTEL,Lib/Nat,Two-party-preferred,2016,2015-03-29,NA,NA,46
2015-03-29,2015-03-29,29 Mar 2015,ReachTEL,Oth,First preference,2016,2015-03-29,NA,NA,8.5
2015-04-09,2015-04-11,9–11 Apr 2015,Ipsos,ALP,First preference,2016,2015-04-10,NA,NA,38
2015-04-09,2015-04-11,9–11 Apr 2015,Ipsos,ALP,Two-party-preferred,2016,2015-04-10,NA,NA,54
2015-04-09,2015-04-11,9–11 Apr 2015,Ipsos,Grn,First preference,2016,2015-04-10,NA,NA,13
2015-04-09,2015-04-11,9–11 Apr 2015,Ipsos,Lib/Nat,First preference,2016,2015-04-10,NA,NA,39
2015-04-09,2015-04-11,9–11 Apr 2015,Ipsos,Lib/Nat,Two-party-preferred,2016,2015-04-10,NA,NA,46
2015-04-09,2015-04-11,9–11 Apr 2015,Ipsos,Oth,First preference,2016,2015-04-10,NA,NA,9
2015-04-10,2015-04-12,10–12 Apr 2015,Newspoll,ALP,First preference,2016,2015-04-11,NA,NA,36
2015-04-10,2015-04-12,10–12 Apr 2015,Newspoll,ALP,Two-party-preferred,2016,2015-04-11,NA,NA,51
2015-04-10,2015-04-12,10–12 Apr 2015,Newspoll,Grn,First preference,2016,2015-04-11,NA,NA,11
2015-04-10,2015-04-12,10–12 Apr 2015,Newspoll,Lib/Nat,First preference,2016,2015-04-11,NA,NA,41
2015-04-10,2015-04-12,10–12 Apr 2015,Newspoll,Lib/Nat,Two-party-preferred,2016,2015-04-11,NA,NA,49
2015-04-10,2015-04-12,10–12 Apr 2015,Newspoll,Oth,First preference,2016,2015-04-11,NA,NA,12
2015-04-12,2015-04-18,"11–12, 18–19 Apr 2015",Roy Morgan,ALP,First preference,2016,2015-04-15,NA,NA,38
2015-04-12,2015-04-18,"11–12, 18–19 Apr 2015",Roy Morgan,ALP,Two-party-preferred,2016,2015-04-15,NA,NA,53
2015-04-12,2015-04-18,"11–12, 18–19 Apr 2015",Roy Morgan,Grn,First preference,2016,2015-04-15,NA,NA,12
2015-04-12,2015-04-18,"11–12, 18–19 Apr 2015",Roy Morgan,Lib/Nat,First preference,2016,2015-04-15,NA,NA,38.5
2015-04-12,2015-04-18,"11–12, 18–19 Apr 2015",Roy Morgan,Lib/Nat,Two-party-preferred,2016,2015-04-15,NA,NA,47
2015-04-12,2015-04-18,"11–12, 18–19 Apr 2015",Roy Morgan,Oth,First preference,2016,2015-04-15,NA,NA,11
2015-04-14,2015-04-14,14 Apr 2015,Essential,ALP,First preference,2016,2015-04-14,NA,NA,39
2015-04-14,2015-04-14,14 Apr 2015,Essential,ALP,Two-party-preferred,2016,2015-04-14,NA,NA,52
2015-04-14,2015-04-14,14 Apr 2015,Essential,Grn,First preference,2016,2015-04-14,NA,NA,10
2015-04-14,2015-04-14,14 Apr 2015,Essential,Lib/Nat,First preference,2016,2015-04-14,NA,NA,41
2015-04-14,2015-04-14,14 Apr 2015,Essential,Lib/Nat,Two-party-preferred,2016,2015-04-14,NA,NA,48
2015-04-14,2015-04-14,14 Apr 2015,Essential,Oth,First preference,2016,2015-04-14,NA,NA,11
2015-04-21,2015-04-21,21 Apr 2015,Essential,ALP,First preference,2016,2015-04-21,NA,NA,39
2015-04-21,2015-04-21,21 Apr 2015,Essential,ALP,Two-party-preferred,2016,2015-04-21,NA,NA,52
2015-04-21,2015-04-21,21 Apr 2015,Essential,Grn,First preference,2016,2015-04-21,NA,NA,11
2015-04-21,2015-04-21,21 Apr 2015,Essential,Lib/Nat,First preference,2016,2015-04-21,NA,NA,41
2015-04-21,2015-04-21,21 Apr 2015,Essential,Lib/Nat,Two-party-preferred,2016,2015-04-21,NA,NA,48
2015-04-21,2015-04-21,21 Apr 2015,Essential,Oth,First preference,2016,2015-04-21,NA,NA,10
2015-04-28,2015-04-28,28 Apr 2015,Essential,ALP,First preference,2016,2015-04-28,NA,NA,39
2015-04-28,2015-04-28,28 Apr 2015,Essential,ALP,Two-party-preferred,2016,2015-04-28,NA,NA,53
2015-04-28,2015-04-28,28 Apr 2015,Essential,Grn,First preference,2016,2015-04-28,NA,NA,10
2015-04-28,2015-04-28,28 Apr 2015,Essential,Lib/Nat,First preference,2016,2015-04-28,NA,NA,40
2015-04-28,2015-04-28,28 Apr 2015,Essential,Lib/Nat,Two-party-preferred,2016,2015-04-28,NA,NA,47
2015-04-28,2015-04-28,28 Apr 2015,Essential,Oth,First preference,2016,2015-04-28,NA,NA,11
2015-05-04,2015-05-04,4 May 2015,Newspoll,ALP,First preference,2016,2015-05-04,NA,NA,35
2015-05-04,2015-05-04,4 May 2015,Newspoll,ALP,Two-party-preferred,2016,2015-05-04,NA,NA,52
2015-05-04,2015-05-04,4 May 2015,Newspoll,Grn,First preference,2016,2015-05-04,NA,NA,12
2015-05-04,2015-05-04,4 May 2015,Newspoll,Lib/Nat,First preference,2016,2015-05-04,NA,NA,39
2015-05-04,2015-05-04,4 May 2015,Newspoll,Lib/Nat,Two-party-preferred,2016,2015-05-04,NA,NA,48
2015-05-04,2015-05-04,4 May 2015,Newspoll,Oth,First preference,2016,2015-05-04,NA,NA,14
2015-05-04,2015-05-04,4 May 2015,Roy Morgan,ALP,First preference,2016,2015-05-04,NA,NA,37.5
2015-05-04,2015-05-04,4 May 2015,Roy Morgan,ALP,Two-party-preferred,2016,2015-05-04,NA,NA,53.5
2015-05-04,2015-05-04,4 May 2015,Roy Morgan,Grn,First preference,2016,2015-05-04,NA,NA,11.5
2015-05-04,2015-05-04,4 May 2015,Roy Morgan,Lib/Nat,First preference,2016,2015-05-04,NA,NA,40
2015-05-04,2015-05-04,4 May 2015,Roy Morgan,Lib/Nat,Two-party-preferred,2016,2015-05-04,NA,NA,46.5
2015-05-04,2015-05-04,4 May 2015,Roy Morgan,Oth,First preference,2016,2015-05-04,NA,NA,11
2015-05-07,2015-05-10,7–10 May 2015,Essential,ALP,First preference,2016,2015-05-08,NA,NA,39
2015-05-07,2015-05-10,7–10 May 2015,Essential,ALP,Two-party-preferred,2016,2015-05-08,NA,NA,52
2015-05-07,2015-05-10,7–10 May 2015,Essential,Grn,First preference,2016,2015-05-08,NA,NA,11
2015-05-07,2015-05-10,7–10 May 2015,Essential,Lib/Nat,First preference,2016,2015-05-08,NA,NA,41
2015-05-07,2015-05-10,7–10 May 2015,Essential,Lib/Nat,Two-party-preferred,2016,2015-05-08,NA,NA,48
2015-05-07,2015-05-10,7–10 May 2015,Essential,Oth,First preference,2016,2015-05-08,NA,NA,10
2015-05-13,2015-05-13,13 May 2015,ReachTEL,ALP,First preference,2016,2015-05-13,NA,NA,38.3
2015-05-13,2015-05-13,13 May 2015,ReachTEL,ALP,Two-party-preferred,2016,2015-05-13,NA,NA,53
2015-05-13,2015-05-13,13 May 2015,ReachTEL,Grn,First preference,2016,2015-05-13,NA,NA,12.1
2015-05-13,2015-05-13,13 May 2015,ReachTEL,Lib/Nat,First preference,2016,2015-05-13,NA,NA,41.1
2015-05-13,2015-05-13,13 May 2015,ReachTEL,Lib/Nat,Two-party-preferred,2016,2015-05-13,NA,NA,47
2015-05-13,2015-05-13,13 May 2015,ReachTEL,Oth,First preference,2016,2015-05-13,NA,NA,8.6
2015-05-17,2015-05-17,17 May 2015,Ipsos,ALP,First preference,2016,2015-05-17,NA,NA,35
2015-05-17,2015-05-17,17 May 2015,Ipsos,ALP,Two-party-preferred,2016,2015-05-17,NA,NA,50
2015-05-17,2015-05-17,17 May 2015,Ipsos,Grn,First preference,2016,2015-05-17,NA,NA,13
2015-05-17,2015-05-17,17 May 2015,Ipsos,Lib/Nat,First preference,2016,2015-05-17,NA,NA,43
2015-05-17,2015-05-17,17 May 2015,Ipsos,Lib/Nat,Two-party-preferred,2016,2015-05-17,NA,NA,50
2015-05-17,2015-05-17,17 May 2015,Ipsos,Oth,First preference,2016,2015-05-17,NA,NA,9
2015-05-17,2015-05-17,17 May 2015,Newspoll,ALP,First preference,2016,2015-05-17,NA,NA,37
2015-05-17,2015-05-17,17 May 2015,Newspoll,ALP,Two-party-preferred,2016,2015-05-17,NA,NA,53
2015-05-17,2015-05-17,17 May 2015,Newspoll,Grn,First preference,2016,2015-05-17,NA,NA,12
2015-05-17,2015-05-17,17 May 2015,Newspoll,Lib/Nat,First preference,2016,2015-05-17,NA,NA,40
2015-05-17,2015-05-17,17 May 2015,Newspoll,Lib/Nat,Two-party-preferred,2016,2015-05-17,NA,NA,47
2015-05-17,2015-05-17,17 May 2015,Newspoll,Oth,First preference,2016,2015-05-17,NA,NA,11
2015-05-18,2015-05-18,18 May 2015,Roy Morgan,ALP,First preference,2016,2015-05-18,NA,NA,35.5
2015-05-18,2015-05-18,18 May 2015,Roy Morgan,ALP,Two-party-preferred,2016,2015-05-18,NA,NA,51
